DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
10/10/16 16,4.49,1.46,5.28,4.33,3.88,5.5,3.66,93.92,1,93.94,1,0,0,0,0,0,0,0,0,49.64,1,35.56,1,0,0,30.54,1,0,0,102.69,1,2.98,36.23,28.29,73.54,28.25,86.29,23.25,84.25,23.14,71.38,30.96,30.06,1
10/10/16 17,4.4,2.03,4.93,4.51,3.49,5.5,4.21,93.13,1,93.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.24,1,0,0,83.82,1,2.98,36.65,31.72,74.34,31.72,63.64,30.23,63.05,30.11,72.53,34.08,33.18,1
10/10/16 18,4.42,2.9,4.62,3,2.83,5.5,4.62,93.39,1,93.41,1,0,0,0,0,0,0,0,0,50.3,1,0,0,0,0,31.84,1,0,0,98.38,1,2.98,36.51,29.39,72.9,29.35,86.09,30.25,62.23,30.13,73.96,32.04,31.14,1
10/10/16 19,4.46,3.41,4.27,3.31,2.14,5.32,4.03,94.05,1,94.07,1,0,0,0,0,0,0,0,0,50.64,1,0,0,0,0,0,0,0,0,95.05,1,2.98,36.16,29.66,71.65,29.62,85.71,32.88,59.83,32.88,57.72,32.29,31.39,1
10/10/16 20,4.42,3.86,3.88,3.47,1.6,4.94,2.36,94.2,1,94.22,1,0,0,0,0,0,0,0,0,50.83,1,36.87,1,0,0,31.8,1,0,0,90.7,1,2.98,36.08,29.86,69.43,29.82,85.52,22.4,81.07,22.29,66.38,32.46,31.56,1
10/10/16 21,4.22,4.28,3.42,3.53,1.84,5.01,2.05,95.03,1,95.05,1,0,0,0,0,0,0,0,0,51.01,1,36.36,1,0,0,31.83,1,0,0,85.81,1,2.98,35.64,30,67.4,29.96,85.3,21.97,81.55,21.85,65.72,32.57,31.67,1
10/10/16 22,3.99,4.63,2.91,3.49,2.15,4.94,1.47,94.7,1,94.71,1,0,0,38.01,1,0,0,0,0,50.98,1,36.31,1,0,0,31.63,1,0,0,90.61,1,2.98,35.82,28.99,86.27,29.07,84.46,22.16,81.83,22.05,66.59,32.06,31.16,1
10/10/16 23,3.79,4.65,3.32,3.21,2.47,5.07,1.51,95.72,1,95.74,1,0,0,36.93,1,0,0,0,0,50.45,1,35.73,1,0,0,31.57,1,0,0,85.97,1,2.98,35.27,29.01,87.7,29.08,85.55,21.66,82.36,21.54,66.3,32.03,31.13,1
11/10/16 00,2.54,4.63,3.76,3.38,2.88,5.16,1.42,94.69,1,94.71,1,0,0,36.05,1,0,0,0,0,49.84,1,35.79,1,0,0,31.49,1,0,0,89.74,1,2.98,35.82,29.03,89.29,29.1,86.74,22.18,82.78,22.07,67.1,32.05,31.15,1
11/10/16 01,2.39,4.67,4.25,3.77,3.27,5.32,1.63,94.52,1,94.54,1,0,0,35.53,1,0,0,0,0,49.79,1,35.21,1,0,0,31.47,1,0,0,89.76,1,2.98,35.91,29.08,90.26,29.15,86.9,22.36,83.97,22.24,67.36,32.09,31.19,1
11/10/16 02,2.26,4.71,4.74,4.13,3.81,5.5,1.86,94.09,1,94.11,1,0,0,34.2,1,0,0,0,0,49.17,1,34.69,1,0,0,31.18,1,0,0,90.6,1,2.98,36.14,29.18,92.63,29.25,88.19,22.72,85.23,22.6,68.7,32.17,31.27,1
11/10/16 03,2.27,4.9,5.3,4.26,3.91,5.5,2.73,92.39,1,92.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.13,1,0,0,71.13,1,2.98,37.04,33.36,76.19,33.36,69.23,30.06,64.63,29.95,76.21,35.65,34.75,1
11/10/16 04,2.46,5.64,5.07,3.47,3.46,5.5,3.93,86.36,1,86.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.82,1,0,0,0,0,2.98,40.19,30.64,76.48,30.64,67.69,33.06,64.31,32.95,80.26,44.5,31.83,1
11/10/16 05,3.02,5.39,4.88,3.36,3.04,5.41,4.39,84.74,1,84.76,1,0,0,0,0,0,0,0,0,48.47,1,0,0,0,0,0,0,0,0,0,0,2.98,41.02,28.52,73.8,28.48,88.73,36.93,63.94,36.93,61.75,45.97,29.88,1
11/10/16 06,3.61,4.88,4.55,4.11,2.64,5.24,3.78,85.44,1,85.45,1,0,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,0,0,2.98,40.66,27.96,75.25,27.93,87.19,36.85,63.03,36.85,60.67,45.66,29.33,1
11/10/16 07,4.15,4.4,4.31,4.42,2.12,5.01,2.96,86.29,1,86.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,40.22,29.4,74.84,29.4,67.75,36.7,61.58,36.7,56.17,45.25,30.59,1
11/10/16 08,4.5,4.4,4.07,3.38,1.55,5.07,2.65,68.84,1,68.85,1,0,0,0,0,0,0,0,0,0,0,40.71,1,0,0,35.46,1,0,0,0,0,2.99,48.88,29.4,74.16,29.4,60.85,39.4,90.61,39.25,69.39,58.49,30.59,1
11/10/16 09,4.5,4,3.8,2.98,2.39,5.31,2.8,82.53,1,82.54,1,0,0,0,0,0,0,0,0,50.06,1,38.94,1,0,0,33.44,1,0,0,0,0,2.98,42.15,27.01,67.84,26.96,84.19,30.07,84.82,29.94,67.99,48.72,28.38,1
11/10/16 10,4.5,3.47,3.29,2.93,2.77,5.46,2.72,80.19,1,80.21,1,0,0,0,0,0,0,0,0,49.38,1,38.85,1,0,0,33.79,1,0,0,0,0,2.98,43.33,26.52,69.24,26.48,85.01,31.84,86.77,31.71,68.41,50.46,27.89,1
11/10/16 11,4.5,2.85,3.06,3.14,3.32,5.5,2.89,72.36,1,72.37,1,0,0,34.06,1,0,0,0,0,47.42,1,40.5,1,0,0,33.51,1,0,0,0,0,2.99,47.19,22.84,86.52,22.91,85.08,37.44,89.08,37.31,75.1,56.08,24.59,1
11/10/16 12,4.5,1.99,3.49,3.5,3.89,5.5,3.76,60.17,1,60.18,1,0,0,32.83,1,0,0,0,0,47.55,1,42,1,0,0,34.82,1,0,0,0,0,2.99,52.91,22.11,87.79,22.17,84.1,45.34,93.87,45.2,77.9,64.23,23.84,1
11/10/16 13,4.5,1.14,3.95,3.61,3.52,5.44,4.49,38.92,1,38.92,1,0,0,34.14,1,0,0,0,0,46.75,1,0,0,0,0,0,0,0,0,0,0,3,61.88,21.2,84.75,21.26,84.62,71.11,63.05,71.11,60.74,77.41,22.94,1
11/10/16 14,4.48,0.6,4.29,3.9,2.86,5.2,3.46,92.39,1,92.41,1,0,0,34.32,1,0,0,0,0,49.19,1,0,0,0,0,0,0,0,0,122.39,1,2.98,37.04,26.15,89.4,26.21,85.11,33.92,61.37,33.92,55.73,29.38,28.48,1
11/10/16 15,4.4,1,4.77,3.96,2.04,5.09,2.58,92.93,1,92.95,1,0,0,33.95,1,0,0,0,0,49,1,0,0,0,0,33.39,1,0,0,118.45,1,2.98,36.75,26.38,90.24,26.44,85.71,30.66,61.65,30.53,68.75,29.57,28.67,1
11/10/16 16,4.25,1.36,5.27,4.16,1.39,5.32,2.8,93.59,1,93.61,1,0,0,34.75,1,0,0,0,0,48.92,1,36.36,1,0,0,31.41,1,0,0,113.79,1,2.98,36.41,26.48,89.01,26.55,85.96,23.23,82.83,23.11,68.44,29.65,28.75,1
11/10/16 17,4.01,1.88,5.07,4.39,1.9,5.5,3.14,93.47,1,93.49,1,0,0,0,0,0,0,0,0,49.43,1,36.47,1,0,0,30.42,1,0,0,102.55,1,2.98,36.47,28.71,72.86,28.68,87.13,23.48,82.86,23.37,72.02,31.39,30.49,1
11/10/16 18,3.85,2.66,4.69,3.61,2.36,5.5,3.78,93.09,1,93.11,1,0,0,0,0,0,0,0,0,0,0,36.38,1,0,0,30.22,1,0,0,81.35,1,2.98,36.67,32.1,73.26,32.1,64.11,23.69,83.24,23.58,72.87,34.45,33.55,1
11/10/16 19,3.67,3.31,4.35,3.18,2.81,5.5,4.46,95.5,1,95.51,1,0,0,0,0,0,0,0,0,50.95,1,35.92,1,0,0,30.54,1,0,0,90.07,1,2.98,35.39,29.26,70.43,29.22,84.69,22.25,82.61,22.14,70.4,31.86,30.96,1
11/10/16 20,5.37,3.71,3.91,3.09,3.18,5.5,4.59,94.46,1,94.48,1,0,0,0,0,0,0,0,0,51.35,1,35.87,1,0,0,30.61,1,0,0,90.83,1,2.98,35.94,29.68,69.23,29.64,84.29,22.8,83.25,22.69,70.7,32.29,31.39,1
11/10/16 21,4.96,4,3.45,2.82,3.58,5.5,4.71,117.82,1,0,0,0,0,0,0,0,0,0,0,51.01,1,35.07,1,0,0,30.55,1,0,0,67.27,1,2.99,23.01,29.03,69.51,28.99,84.33,19.89,81.74,19.78,67.97,31.5,30.6,0
11/10/16 22,4.46,4.16,3.01,2.72,3.83,5.5,4.23,118.61,1,0,0,0,0,0,0,0,0,0,0,50.42,1,34.65,1,0,0,30.24,1,0,0,61.99,1,2.99,22.55,29.09,68.58,29.05,85.55,19.53,82.09,19.42,68.64,31.52,30.62,0
11/10/16 23,4,4.05,3.23,2.97,3.62,5.5,4.12,116.18,1,0,0,0,0,36.28,1,0,0,0,0,50.69,1,0,0,0,0,32,1,0,0,78.15,1,2.99,23.95,28.34,88.2,28.42,84.39,27.4,61.69,27.28,70.56,31.31,30.41,0
12/10/16 00,3.68,3.95,3.69,2.89,2.75,5.5,4.21,115.59,1,0,0,0,0,35.63,1,0,0,0,0,50.17,1,0,0,0,0,31.85,1,0,0,80.8,1,2.99,24.29,28.31,89.32,28.38,85.39,27.67,62.22,27.55,71.36,31.27,30.37,0
12/10/16 01,3.42,3.89,4.18,3.11,2.07,5.5,4.44,116.81,1,0,0,0,0,34.06,1,0,0,0,0,49.72,1,0,0,0,0,30.65,1,0,0,75.74,1,2.99,23.59,28.25,91.93,28.31,86.19,27.15,60.85,27.04,74.91,31.15,30.25,0
12/10/16 02,3.14,3.81,4.73,3.47,1.62,5.34,4.13,116.12,1,0,0,0,0,34.16,1,0,0,0,0,49.16,1,36.9,1,0,0,0,0,0,0,78.46,1,2.99,23.98,28.21,91.74,28.27,87.23,26.6,85.12,26.6,59.02,31.12,30.22,0
12/10/16 03,2.89,3.76,5.26,3.97,2.28,5.02,2.72,116.22,1,0,0,0,0,33,1,0,0,0,0,47.93,1,36.57,1,0,0,0,0,0,0,77.95,1,2.99,23.92,28.2,93.61,28.26,89.52,26.55,85.68,26.55,58.92,31.08,30.18,0
12/10/16 04,2.62,4.02,5.2,4.38,2.92,5.19,3.03,115.58,1,0,0,0,0,0,0,0,0,0,0,0,0,34.61,1,0,0,29.92,1,0,0,55.86,1,2.99,24.29,31.23,75.73,31.23,69.75,21.23,83.86,21.13,71.39,33.45,32.55,0
12/10/16 05,2.45,4.59,4.95,3.66,3.54,5.5,4.12,116.31,1,0,0,0,0,0,0,0,0,0,0,0,0,34.02,1,0,0,28.12,1,0,0,49.82,1,2.99,23.87,31.38,76.77,31.38,67.72,21.37,84.99,21.27,77.05,33.58,32.68,0
12/10/16 06,2.34,5.02,4.79,3.22,3.93,5.4,4.35,115.73,1,0,0,0,0,0,0,0,0,0,0,50.56,1,0,0,0,0,0,0,0,0,66.61,1,2.99,24.21,30.05,75.23,30.01,86.25,29.84,64.72,29.84,60.28,32.51,31.61,0
12/10/16 07,2.37,5.18,4.54,3.5,3.5,5.14,3.22,116.22,1,0,0,0,0,0,0,0,0,0,0,50.03,1,0,0,0,0,0,0,0,0,63.89,1,2.99,23.92,30.17,71.67,30.13,87.41,29.78,63.04,29.78,57.8,32.61,31.71,0
12/10/16 08,2.26,5.31,4.14,3.96,2.84,5.11,2.77,116.53,1,0,0,0,0,0,0,0,0,0,0,50.42,1,0,0,0,0,32.62,1,0,0,60.4,1,2.99,23.75,30.21,71.75,30.17,86.69,26.79,60.88,26.67,67.72,32.64,31.74,0
12/10/16 09,2.12,5.41,3.75,4.19,1.96,5.28,2.72,118.03,1,0,0,0,0,0,0,0,0,0,0,50.52,1,0,0,0,0,32.44,1,0,0,52.13,1,2.99,22.88,30.22,69.14,30.18,86.49,26.04,60.55,25.91,67.63,32.61,31.71,0
12/10/16 10,1.85,5.38,3.29,4.34,1.64,5.41,2.62,118.52,1,0,0,0,0,0,0,0,0,0,0,50.54,1,35.42,1,0,0,30.46,1,0,0,46.58,1,2.99,22.6,30.17,71.36,30.13,86.41,19.08,80.32,18.97,67.48,32.54,31.64,0
12/10/16 11,1.56,5.33,2.93,4.43,1.93,5.5,2.86,118.29,1,0,0,0,0,35.82,1,0,0,0,0,50.17,1,34.68,1,0,0,29.13,1,0,0,55.69,1,2.99,22.74,29,89.74,29.07,86.08,19.71,82.23,19.61,72.34,31.84,30.94,0
12/10/16 12,1.31,5.01,3.45,4.48,2.47,5.5,3.68,120.89,1,0,0,0,0,36.45,1,0,0,0,0,48.63,1,34.59,1,0,0,27.71,1,0,0,47.25,1,2.99,21.23,28.33,87.88,28.4,88.35,18.47,81.13,18.37,75.33,31.12,30.22,0
12/10/16 13,0.99,5,3.91,3.46,2.85,5.48,4.72,97.24,1,97.26,1,0,0,34.87,1,0,0,0,0,0,0,36.39,1,0,0,0,0,0,0,62.13,1,2.97,34.45,30.38,92.7,30.49,63.38,25.62,85.09,25.62,56.54,32.83,31.93,0
12/10/16 14,1.11,5.05,4.48,2.88,3.44,5.05,2.69,97.7,1,97.72,1,0,0,35.12,1,0,0,0,0,50.81,1,36.55,1,0,0,0,0,0,0,67.5,1,2.97,34.21,29.16,91.05,29.22,84.95,25.48,84.65,25.48,54.87,32.04,31.14,0
12/10/16 15,1.09,4.85,4.99,2.95,3.87,5.04,2.17,97.98,1,98,1,0,0,35.23,1,0,0,0,0,50.73,1,34.39,1,0,0,30.71,1,0,0,67.18,1,2.97,34.06,28.95,90.65,29.01,84.91,19.53,82.54,19.42,67.1,31.83,30.93,0
12/10/16 16,1.12,4.75,5.27,3,3.7,5.24,2.37,97.09,1,97.11,1,0,0,0,0,0,0,0,0,50.77,1,0,0,0,0,32.4,1,0,0,68.47,1,2.97,34.53,29.83,71.45,29.78,85.61,26.3,63.09,26.17,68.01,32.3,31.4,0
12/10/16 17,1.25,4.94,4.83,3.18,3.01,5.43,2.53,97.22,1,97.24,1,0,0,0,0,0,0,0,0,50.98,1,0,0,0,0,32.37,1,0,0,67.01,1,2.97,34.46,29.97,73.62,29.92,85.33,26.32,62.66,26.2,68.15,32.43,31.53,0
12/10/16 18,1.37,5.11,4.5,3.24,2.36,5.5,2.81,97.24,1,97.26,1,0,0,0,0,0,0,0,0,50.63,1,0,0,0,0,31.25,1,0,0,66,1,2.97,34.45,30.12,73.5,30.08,86.17,26.54,61.87,26.43,72.29,32.58,31.68,0
12/10/16 19,1.48,5.27,4.18,3.5,1.69,5.5,3.47,97.21,1,97.23,1,0,0,0,0,0,0,0,0,50.63,1,0,0,0,0,31.48,1,0,0,65.22,1,2.97,34.47,30.26,69.03,30.22,86.32,26.58,60.03,26.47,71.53,32.72,31.82,0
12/10/16 20,1.47,5.4,3.7,3.73,1.74,5.5,3.79,97.67,1,97.69,1,0,0,0,0,0,0,0,0,51.09,1,35.93,1,0,0,30.56,1,0,0,61.46,1,2.97,34.23,30.31,71.01,30.27,85.44,19.49,79.83,19.38,67.55,32.75,31.85,0
12/10/16 21,1.42,5.51,3.31,3.68,1.89,5.5,3.42,96.03,1,96.05,1,0,0,0,0,0,0,0,0,50.55,1,35.42,1,0,0,30.26,1,0,0,0,0,2.98,35.1,28.48,69.43,28.44,84.7,20,81.24,19.9,69.07,37.69,29.86,0
12/10/16 22,1.56,4.88,3.09,3.48,2.26,5.5,3.52,94.99,1,95,1,0,0,35.51,1,0,0,0,0,48.91,1,35.87,1,0,0,30.88,1,0,0,0,0,2.98,35.66,24.53,85.75,24.6,84.04,20.3,80.74,20.18,67.31,38.3,26.32,0
12/10/16 23,1.75,3.99,3.48,3.4,2.47,5.5,3.13,94.35,1,94.37,1,0,0,34.01,1,0,0,0,0,48.81,1,35.6,1,0,0,30.66,1,0,0,0,0,2.98,36,23.83,87.6,23.89,83.5,20.82,81.75,20.71,68.56,38.72,25.59,0
13/10/16 00,1.96,3.11,3.93,3.19,2.82,5.5,3.14,92.34,1,92.36,1,0,0,32.89,1,0,0,0,0,48.33,1,35.78,1,0,0,30.24,1,0,0,0,0,2.98,37.07,23.14,88.73,23.19,83.71,21.99,82.59,21.88,71.11,39.94,24.88,0
13/10/16 01,2.26,2.25,4.4,3.19,3.2,5.5,3.65,93.44,1,93.46,1,0,0,31.92,1,0,0,0,0,47.55,1,35.1,1,0,0,29.76,1,0,0,0,0,2.98,36.48,22.48,89.58,22.53,84.46,21.85,83.64,21.74,72.5,39.4,24.19,0
13/10/16 02,2.49,1.41,4.89,3.43,3.73,5.5,4.34,91.57,1,91.58,1,0,0,31.06,1,0,0,0,0,47.12,1,34.89,1,0,0,29.54,1,0,0,0,0,2.98,37.48,21.78,90.2,21.83,84.54,23.01,85.17,22.9,74.38,40.55,23.48,0
13/10/16 03,2.95,0.64,5.25,3.69,3.72,5.36,4.13,87.07,1,87.08,1,0,0,0,0,0,0,0,0,46.79,1,0,0,0,0,0,0,0,0,0,0,2.98,39.82,23.89,75.75,23.85,87.14,34.98,64.51,34.98,60.32,44.13,25.24,0
13/10/16 04,3.26,0.91,5.01,4.35,3.29,5.1,3.07,94.29,1,94.31,1,0,0,0,0,0,0,0,0,47.29,1,0,0,0,0,0,0,0,0,101.63,1,2.98,36.03,27.85,77.06,27.81,90.22,31.36,64.28,31.36,59.81,30.5,29.6,0
13/10/16 05,3.47,1.72,4.86,4.04,2.9,5.08,2.89,94.24,1,94.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.08,1,0,0,79.66,1,2.98,36.06,30.99,76.5,30.99,68.54,28.73,63.54,28.61,71.61,33.33,32.43,0
13/10/16 06,3.6,2.55,4.69,3.17,2.44,5.46,3.8,93.78,1,93.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.86,1,0,0,77.33,1,2.98,36.31,31.59,75.1,31.59,67.44,29.03,63.11,28.91,72.68,33.92,33.02,0
13/10/16 07,3.74,3.11,4.43,3.5,1.98,5.45,4.55,93.91,1,93.93,1,0,0,0,0,0,0,0,0,49.78,1,0,0,0,0,0,0,0,0,93.79,1,2.98,36.24,29.35,74.68,29.31,87.08,31.82,61.85,31.82,59.25,31.96,31.06,0
13/10/16 08,3.94,3.57,4.17,3.94,1.37,5.13,3.11,95.36,1,95.38,1,0,0,0,0,0,0,0,0,49.86,1,37.94,1,0,0,0,0,0,0,86.99,1,2.98,35.46,29.43,71.91,29.39,87,27.82,84.43,27.82,56.61,32,31.1,0
13/10/16 09,3.8,3.94,3.79,4.28,1.86,5.12,2.64,96.55,1,96.57,1,0,0,0,0,0,0,0,0,50.53,1,36.06,1,0,0,31.07,1,0,0,80.36,1,2.98,34.82,29.45,71.99,29.4,85.7,20.91,81.02,20.79,67.28,31.98,31.08,0
13/10/16 10,3.59,4.25,3.44,4.23,2.14,5.29,2.67,95.98,1,96,1,0,0,0,0,0,0,0,0,50.34,1,35.93,1,0,0,30.99,1,0,0,80.05,1,2.98,35.13,29.75,69.98,29.71,86.38,21.21,81.56,21.1,67.84,32.28,31.38,0
13/10/16 11,3.44,4.55,3.01,4.37,2.47,5.49,2.87,95.58,1,95.6,1,0,0,0,0,0,0,0,0,50.17,1,35.38,1,0,0,31.22,1,0,0,79.2,1,2.98,35.35,30.03,70.87,29.99,86.99,21.43,82.74,21.31,67.28,32.55,31.65,0
13/10/16 12,3.34,4.75,3.43,3.88,2.95,5.5,2.91,95.13,1,95.15,1,0,0,36.46,1,0,0,0,0,0,0,35.25,1,0,0,30.4,1,0,0,75.41,1,2.98,35.59,30.67,90.2,30.78,64.01,21.81,83.35,21.7,70.42,33.2,32.3,0
13/10/16 13,3.28,5.04,3.95,2.89,3.45,5.5,3.33,95.61,1,95.63,1,0,0,34.99,1,0,0,0,0,50.63,1,35.62,1,0,0,30.39,1,0,0,80.22,1,2.98,35.33,29.4,91.52,29.47,85.57,21.5,82.39,21.39,70.11,32.36,31.46,0
13/10/16 14,3.19,4.98,4.49,3.1,3.75,5.5,3.63,95.92,1,95.94,1,0,0,35.04,1,0,0,0,0,50.82,1,34.74,1,0,0,30.63,1,0,0,79.25,1,2.98,35.16,29.33,91.36,29.39,85.11,21.46,83.88,21.35,69.29,32.28,31.38,0
13/10/16 15,3.16,4.92,5.01,3.15,3.71,5.5,3.76,95.91,1,95.92,1,0,0,35.8,1,0,0,0,0,50.27,1,0,0,0,0,31.4,1,0,0,80.52,1,2.98,35.17,29.27,89.98,29.34,86.16,28.05,63.88,27.94,73.28,32.24,31.34,0
13/10/16 16,3.18,4.95,5.26,3.46,3.15,5.5,4.41,95.6,1,95.62,1,0,0,0,0,0,0,0,0,50.71,1,0,0,0,0,31.45,1,0,0,77.02,1,2.98,35.33,30.31,73.51,30.27,86.21,28.16,61.53,28.04,73.24,32.83,31.93,0
13/10/16 17,3.28,5.23,4.91,3.67,2.32,5.39,4.27,94.39,1,94.41,1,0,0,0,0,0,0,0,0,50.55,1,0,0,0,0,0,0,0,0,80.66,1,2.98,35.98,30.75,72.17,30.71,86.97,31.47,61.27,31.47,58.19,33.29,32.39,0
13/10/16 18,3.5,5.55,4.51,4,1.56,5.03,2.65,89.4,1,89.42,1,0,0,0,0,0,0,0,0,49.75,1,0,0,0,0,0,0,0,0,0,0,2.98,38.61,28.58,72.15,28.54,86.37,34.13,60.81,34.13,56.26,42.8,29.96,0
13/10/16 19,3.75,5.02,4.13,4.23,1.73,5.2,2.73,92.85,1,92.87,1,0,0,0,0,0,0,0,0,49.75,1,35.92,1,0,0,31.28,1,0,0,0,0,2.98,36.8,28.05,67.51,28.01,85.83,22.18,82.55,22.07,67.85,40.15,29.43,0
13/10/16 20,3.91,4.5,3.61,4.31,2.22,5.4,2.89,92.49,1,92.51,1,0,0,0,0,0,0,0,0,49.5,1,36.16,1,0,0,31.43,1,0,0,0,0,2.98,36.99,27.55,70.71,27.51,85.82,22.32,82.25,22.21,67.44,40.39,28.92,0
13/10/16 21,4.08,3.97,3.2,4.4,2.6,5.5,2.89,92.77,1,92.79,1,0,0,0,0,0,0,0,0,49.67,1,36.3,1,0,0,31.02,1,0,0,0,0,2.98,36.84,27.01,69.5,26.97,84.95,22.34,82.01,22.22,68.86,40.29,28.38,0
13/10/16 22,4.22,3.26,3.22,4.19,2.89,5.5,2.98,92.23,1,92.25,1,0,0,34.91,1,0,0,0,0,48.08,1,36.4,1,0,0,30.96,1,0,0,0,0,2.98,37.13,23.07,85.33,23.14,84.13,22.65,82.15,22.53,69.37,40.63,24.84,0
13/10/16 23,4.38,2.38,3.59,4.05,3.15,5.5,3.16,91.87,1,91.88,1,0,0,34.21,1,0,0,0,0,47.99,1,36.26,1,0,0,30.91,1,0,0,0,0,2.98,37.32,22.29,85.72,22.35,83.5,22.95,82.7,22.83,69.85,40.88,24.05,0
14/10/16 00,4.45,1.51,3.97,3.74,3.45,5.5,3.39,113.1,1,0,0,0,0,33.03,1,0,0,0,0,46.91,1,35.47,1,0,0,30.31,1,0,0,0,0,2.99,25.7,21.68,87.05,21.74,84.82,22.38,83.53,22.27,71.25,38.27,23.4,0
14/10/16 01,4.31,0.67,4.4,4,3.9,5.5,3.87,112.23,1,0,0,0,0,32.23,1,0,0,0,0,45.61,1,35.5,1,0,0,30.04,1,0,0,0,0,2.99,26.2,21.06,87.7,21.12,86.45,22.8,83.9,22.69,72.57,38.59,22.77,0
14/10/16 02,4.03,0.73,4.86,4.31,3.45,5.5,4.59,115.53,1,0,0,0,0,33.92,1,0,0,0,0,0,0,0,0,0,0,30.59,1,0,0,89.35,1,2.99,24.32,27.72,91.63,27.82,66.7,27.93,63.82,27.82,75.91,30.31,29.41,0
14/10/16 03,3.84,1.37,5.25,3.15,2.93,5.28,3.81,113.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5,1,2.99,25.33,30.43,76.1,30.43,67.09,31.27,63.68,31.27,60.27,32.76,31.86,0
14/10/16 04,3.74,1.93,5.02,3.43,2.49,5.02,2.83,114.07,1,0,0,0,0,0,0,0,0,0,0,47.56,1,0,0,0,0,0,0,0,0,92.24,1,2.99,25.15,28.23,76.44,28.19,90.11,31.05,63.57,31.05,59.7,30.82,29.92,0
14/10/16 05,3.56,2.38,4.83,4.38,2.13,5.17,3.17,115.65,1,0,0,0,0,0,0,0,0,0,0,48.07,1,0,0,0,0,31.75,1,0,0,84.59,1,2.99,24.25,28.21,76.13,28.17,89.18,27.61,62.33,27.5,71.64,30.76,29.86,0
14/10/16 06,3.37,3.01,4.63,3.87,1.58,5.5,4.12,114.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.73,1,0,0,65.49,1,2.99,24.68,30.98,75.43,30.98,66.96,28.15,61.69,28.04,75.64,33.24,32.34,0
14/10/16 07,3.15,3.66,4.4,2.8,1.88,5.43,4.48,115.88,1,0,0,0,0,0,0,0,0,0,0,50.56,1,37.13,1,0,0,0,0,0,0,76.25,1,2.99,24.12,29,73.5,28.96,85.19,26.7,84.81,26.7,58.83,31.51,30.61,0
14/10/16 08,2.93,3.92,4.08,2.96,2.47,5.09,2.95,118.03,1,0,0,0,0,0,0,0,0,0,0,50.69,1,37.13,1,0,0,0,0,0,0,66.16,1,2.99,22.89,28.94,71.18,28.9,84.87,25.49,83.59,25.49,51.41,31.4,30.5,0
14/10/16 09,2.52,4.01,3.68,3,2.82,4.97,2.06,119.13,1,0,0,0,0,0,0,0,0,0,0,50.47,1,35.09,1,0,0,30.67,1,0,0,58.3,1,2.99,22.25,28.88,69.86,28.84,85.26,18.83,80.66,18.72,66.53,31.3,30.4,0
14/10/16 10,2.14,4.08,3.24,3.14,3.03,5.1,2.04,119.5,1,0,0,0,0,0,0,0,0,0,0,50.47,1,34.98,1,0,0,30.64,1,0,0,55.18,1,2.99,22.04,28.92,72.14,28.88,85.29,18.6,80.62,18.49,66.39,31.33,30.43,0
14/10/16 11,1.76,4.04,3.14,3.26,3.22,5.2,1.96,119.46,1,0,0,0,0,35.58,1,0,0,0,0,49.96,1,34.15,1,0,0,30.64,1,0,0,60.52,1,2.99,22.06,27.93,89.03,28,85.42,18.8,82.22,18.69,66.59,30.78,29.88,0
14/10/16 12,1.41,3.77,3.63,3.44,3.67,5.33,1.97,119.88,1,0,0,0,0,34.87,1,0,0,0,0,50.1,1,33.69,1,0,0,30.71,1,0,0,60.17,1,2.99,21.81,27.68,90,27.75,84.9,18.6,82.78,18.48,66.16,30.52,29.62,0
14/10/16 13,1.1,3.53,4.14,3.44,3.9,5.39,1.8,119.21,1,0,0,0,0,35.38,1,0,0,0,0,49.48,1,0,0,0,0,32.22,1,0,0,65.64,1,2.99,22.2,27.62,89.06,27.69,86.04,25.19,64.02,25.07,67.58,30.48,29.58,0
14/10/16 14,1.04,3.4,4.61,3.75,3.33,5.5,2.04,98.13,1,98.15,1,0,0,34.71,1,0,0,0,0,49.46,1,0,0,0,0,31.56,1,0,0,77.31,1,2.97,33.97,27.76,90.35,27.82,86.2,25.98,62.49,25.86,70.68,30.68,29.78,0
